phenotype	true_marker	peak_marker	max_lod	cutoff	non_missing_count	type	pos	chr	pos1	pos2	midpos	gchr	gpos1	gpos2	gposmid
X2_8685000_8690000	2_1492	2_1492	24.5614007983379	3.17959690737519	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8685000	8690000	8687500
X2_8690000_8695000	2_1492	2_1492	25.3599526014579	3.12375497864825	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8690000	8695000	8692500
X2_8695000_8700000	2_1492	2_1492	40.9656921682356	3.0922395763823	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8695000	8700000	8697500
X2_8700000_8705000	2_1566	c2.loc68	3.57375676411316	2.26838371942423	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	8700000	8705000	8702500
X2_870000_875000	2_96	c2.loc14	14.4691357478605	2.9615552238326	68	Y	2-725534_2-1049117	2	725534	1049117	887325.5	2	870000	875000	872500
X2_8705000_8710000	2_1492	2_1492	39.9022344671178	3.06867214660217	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8705000	8710000	8707500
X2_8710000_8715000	2_1492	2_1492	36.3888225437947	3.07979285882101	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8710000	8715000	8712500
X2_8715000_8720000	2_1492	2_1492	44.6934627227018	3.04516163366574	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8715000	8720000	8717500
X2_8720000_8725000	2_1492	2_1492	43.6605815588363	3.02035774486617	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8720000	8725000	8722500
X2_8725000_8730000	2_1492	c2.loc63	35.1304146388458	3.03999964607872	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8725000	8730000	8727500
X2_8730000_8735000	2_1474	2_1474	16.0716764880837	3.03353928434763	68	Y	2-8322749_2-8593804	2	8322749	8593804	8458276.5	2	8730000	8735000	8732500
X2_8735000_8740000	2_1492	c2.loc63	27.7361934264031	3.13602456496705	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8735000	8740000	8737500
X2_8740000_8745000	2_1492	2_1492	34.9345559727415	2.99845322944376	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8740000	8745000	8742500
X2_8745000_8750000	2_1492	2_1492	34.4481047705574	3.1609908778616	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8745000	8750000	8747500
X2_8750000_8755000	2_1492	2_1492	23.7030776754876	2.9477603094906	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8750000	8755000	8752500
X2_875000_880000	2_96	2_96	26.0438178395134	3.09053593943297	68	Y	2-725534_2-1049117	2	725534	1049117	887325.5	2	875000	880000	877500
X2_8755000_8760000	2_1492	2_1492	22.3444115203715	3.09764832550932	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8755000	8760000	8757500
X2_8760000_8765000	2_1492	2_1492	26.6254635781976	3.07759322477023	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8760000	8765000	8762500
X2_8765000_8770000	2_1492	2_1492	26.6329027214288	3.07621609478674	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8765000	8770000	8767500
X2_8770000_8775000	2_1492	2_1492	44.4734387326021	2.97065026751331	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8770000	8775000	8772500
X2_8775000_8780000	2_1492	2_1492	70.5435201126949	3.04649850094637	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8775000	8780000	8777500
X2_8780000_8785000	2_1290	c2.loc51	8.12388480288004	2.90713129361552	68	Y	2-6957937_2-7216256	2	6957937	7216256	7087096.5	2	8780000	8785000	8782500
X2_8785000_8790000	2_1492	2_1492	39.5638627445859	3.09682074118336	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8785000	8790000	8787500
X2_8790000_8795000	2_1492	2_1492	33.6696281165468	3.04266026725806	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8790000	8795000	8792500
X2_8795000_8800000	2_1492	2_1492	35.167989369915	3.05152049833085	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8795000	8800000	8797500
X2_8800000_8805000	2_1492	2_1492	20.5805870930049	2.9954691808637	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8800000	8805000	8802500
X2_8805000_8810000	2_1492	2_1492	29.6894572325415	3.00256984859384	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8805000	8810000	8807500
X2_8810000_8815000	2_1526	2_1526	16.3249411127301	3.08250606883366	68	Y	2-8721778_2-9037895	2	8721778	9037895	8879836.5	2	8810000	8815000	8812500
X2_8815000_8820000	1_1946	1_1946	68.1811577137988	3.17674294244068	68	Y	1-18020421_1-18319330	1	18020421	18319330	18169875.5	2	8815000	8820000	8817500
X2_8820000_8825000	1_1946	c1.loc137	22.2668086230412	3.02827728706063	68	Y	1-18020421_1-18319330	1	18020421	18319330	18169875.5	2	8820000	8825000	8822500
X2_8830000_8835000	2_1524	c2.loc64	37.6068991697398	3.10124849646302	68	Y	2-8706736_2-9022035	2	8706736	9022035	8864385.5	2	8830000	8835000	8832500
X2_8835000_8840000	2_1526	2_1526	33.2648983536818	3.13786853927476	68	Y	2-8721778_2-9037895	2	8721778	9037895	8879836.5	2	8835000	8840000	8837500
X2_8840000_8845000	2_1526	2_1526	25.8431178761519	2.94432102673733	68	Y	2-8721778_2-9037895	2	8721778	9037895	8879836.5	2	8840000	8845000	8842500
X2_8845000_8850000	2_1526	c2.loc65	10.3773589541864	3.06025277036331	68	Y	2-8721778_2-9037895	2	8721778	9037895	8879836.5	2	8845000	8850000	8847500
X2_8850000_8855000	2_1492	c2.loc62	3.85224499807899	2.87264854918456	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8850000	8855000	8852500
X2_885000_890000	2_176	2_176	19.1015957015003	3.02607885397377	68	Y	2-1293871_2-1487666	2	1293871	1487666	1390768.5	2	885000	890000	887500
X2_8855000_8860000	3_430	c3.loc32	4.57310923712487	2.85701852088164	68	Y	3-5480747_3-5937154	3	5480747	5937154	5708950.5	2	8855000	8860000	8857500
X2_8860000_8865000	2_1524	c2.loc64	33.3993943360946	3.12620329718761	68	Y	2-8706736_2-9022035	2	8706736	9022035	8864385.5	2	8860000	8865000	8862500
X2_8865000_8870000	1_2655	c1.loc190	4.76259649259376	2.92271406263112	68	Y	1-24897631_1-25448206	1	24897631	25448206	25172918.5	2	8865000	8870000	8867500
X2_8870000_8875000	2_1445	2_1445	34.1234438568837	3.06241829565501	68	Y	2-8064124_2-8407433	2	8064124	8407433	8235778.5	2	8870000	8875000	8872500
X2_8875000_8880000	2_1445	2_1445	43.2995548776973	3.12220172622115	68	Y	2-8064124_2-8407433	2	8064124	8407433	8235778.5	2	8875000	8880000	8877500
X2_8880000_8885000	5_2031	c5.loc171	7.15194333079078	3.10844314183043	68	Y	5-20413527_5-21560183	5	20413527	21560183	20986855	2	8880000	8885000	8882500
X2_8885000_8890000	2_1545	2_1545	2.85147844988815	2.6260517287337	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8885000	8890000	8887500
X2_8890000_8895000	2_1865	2_1865	10.7915668404199	2.93457506281306	68	Y	2-11619475_2-12012404	2	11619475	12012404	11815939.5	2	8890000	8895000	8892500
X2_8895000_8900000	2_1552	c2.loc67	14.9384625331253	3.01273477613298	68	Y	2-8923630_2-9358458	2	8923630	9358458	9141044	2	8895000	8900000	8897500
X2_8900000_8905000	2_1545	2_1545	14.7971355492816	2.93705314386794	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8900000	8905000	8902500
X2_890000_895000	2_96	2_96	53.4266083741558	3.09147003249469	68	Y	2-725534_2-1049117	2	725534	1049117	887325.5	2	890000	895000	892500
X2_8905000_8910000	2_1524	2_1524	8.54200303564697	2.95378380200194	68	Y	2-8706736_2-9022035	2	8706736	9022035	8864385.5	2	8905000	8910000	8907500
X2_8910000_8915000	2_1545	2_1545	37.0946016686159	2.97705506103332	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8910000	8915000	8912500
X2_8915000_8920000	2_1545	2_1545	52.9754947768046	3.06332210585334	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8915000	8920000	8917500
X2_8920000_8925000	2_1526	c2.loc65	19.3760220839466	2.89909776974417	68	Y	2-8721778_2-9037895	2	8721778	9037895	8879836.5	2	8920000	8925000	8922500
X2_8925000_8930000	2_1545	c2.loc66	9.11641886636819	3.03029218144008	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8925000	8930000	8927500
X2_8930000_8935000	2_1545	2_1545	31.2402909908229	2.93061069463514	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8930000	8935000	8932500
X2_8935000_8940000	2_1526	2_1526	10.4247193036375	2.94301982200475	68	Y	2-8721778_2-9037895	2	8721778	9037895	8879836.5	2	8935000	8940000	8937500
X2_8945000_8950000	2_1552	c2.loc67	23.8681969185698	3.15044170724795	68	Y	2-8923630_2-9358458	2	8923630	9358458	9141044	2	8945000	8950000	8947500
X2_8950000_8955000	2_1545	2_1545	8.39445916735487	3.03301326665248	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8950000	8955000	8952500
X2_895000_900000	2_96	2_96	21.3920875164847	3.0820957116086	68	Y	2-725534_2-1049117	2	725534	1049117	887325.5	2	895000	900000	897500
X2_8955000_8960000	2_1492	c2.loc63	6.84634249792926	3.04783157211391	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	8955000	8960000	8957500
X2_8960000_8965000	1_2677	c1.loc196	4.75005233097569	2.99357011996057	68	Y	1-25156493_1-25679640	1	25156493	25679640	25418066.5	2	8960000	8965000	8962500
X2_8965000_8970000	2_1545	2_1545	27.6513717152568	3.05352992506977	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8965000	8970000	8967500
X2_8970000_8975000	2_1545	2_1545	33.7809088777694	3.01151618202066	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8970000	8975000	8972500
X2_8975000_8980000	2_1545	2_1545	18.5972692715744	3.08622248384159	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8975000	8980000	8977500
X2_8980000_8985000	2_1545	2_1545	3.26744358017052	2.96447172906914	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8980000	8985000	8982500
X2_8990000_8995000	2_1545	2_1545	25.8408557208176	3.12178979407401	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	8990000	8995000	8992500
X2_8995000_9000000	2_1383	2_1383	2.19300678205755	2.14187728819841	68	Y	2-7510426_2-7873087	2	7510426	7873087	7691756.5	2	8995000	9000000	8997500
X2_900000_905000	2_96	2_96	26.1776924555483	3.02310865261136	68	Y	2-725534_2-1049117	2	725534	1049117	887325.5	2	900000	905000	902500
X2_90000_95000	1_2601	c1.loc184	6.73154482894797	2.90837701738406	68	Y	1-24282333_1-24758699	1	24282333	24758699	24520516	2	90000	95000	92500
X2_9005000_9010000	2_1545	2_1545	16.4660850650157	3.04959596749434	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	9005000	9010000	9007500
X2_9010000_9015000	2_1545	2_1545	29.2846153777705	3.08391378812179	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	9010000	9015000	9012500
X2_9015000_9020000	1_2601	1_2601	6.99688611939502	2.99543215175785	68	Y	1-24282333_1-24758699	1	24282333	24758699	24520516	2	9015000	9020000	9017500
X2_9020000_9025000	2_1545	2_1545	46.5228067991578	3.15026293666414	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	9020000	9025000	9022500
X2_9025000_9030000	2_1545	2_1545	20.8874833616033	2.98056028114116	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	9025000	9030000	9027500
X2_9040000_9045000	2_1550	2_1550	5.95000294770301	3.00636081435401	68	Y	2-8913372_2-9342066	2	8913372	9342066	9127719	2	9040000	9045000	9042500
X2_9050000_9055000	2_1545	2_1545	11.4907547244404	2.97444491241326	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	9050000	9055000	9052500
X2_905000_910000	2_70	c2.loc10	7.68603877885135	3.09779669209826	68	Y	2-537400_2-840837	2	537400	840837	689118.5	2	905000	910000	907500
X2_9055000_9060000	2_1550	2_1550	26.4525546633565	3.04554378012317	68	Y	2-8913372_2-9342066	2	8913372	9342066	9127719	2	9055000	9060000	9057500
X2_9060000_9065000	5_967	5_967	13.1441079513628	2.85202369783243	68	Y	5-10241173_5-10530762	5	10241173	10530762	10385967.5	2	9060000	9065000	9062500
X2_9065000_9070000	2_1545	2_1545	34.0252282609315	3.13429899801812	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	9065000	9070000	9067500
X2_9070000_9075000	1_2655	c1.loc189	8.32093882786603	2.93834930159045	68	Y	1-24897631_1-25448206	1	24897631	25448206	25172918.5	2	9070000	9075000	9072500
X2_9080000_9085000	2_1552	c2.loc67	22.7269026891073	3.04047517098235	68	Y	2-8923630_2-9358458	2	8923630	9358458	9141044	2	9080000	9085000	9082500
X2_9090000_9095000	2_1550	2_1550	36.7974413625306	3.16681836792665	68	Y	2-8913372_2-9342066	2	8913372	9342066	9127719	2	9090000	9095000	9092500
X2_9095000_9100000	2_1492	2_1492	13.9297765340003	2.89644936272534	68	Y	2-8453575_2-8768301	2	8453575	8768301	8610938	2	9095000	9100000	9097500
X2_9100000_9105000	2_1552	c2.loc67	30.6353090992293	3.05952068313518	68	Y	2-8923630_2-9358458	2	8923630	9358458	9141044	2	9100000	9105000	9102500
X2_910000_915000	4_1235	c4.loc119	3.6628270256403	3.02137838291481	68	Y	4-8010545_4-8290838	4	8010545	8290838	8150691.5	2	910000	915000	912500
X2_9105000_9110000	2_1552	2_1552	36.0100088746076	3.30078452103975	68	Y	2-8923630_2-9358458	2	8923630	9358458	9141044	2	9105000	9110000	9107500
X2_9110000_9115000	2_1552	c2.loc67	25.2075551092953	3.14829594919958	68	Y	2-8923630_2-9358458	2	8923630	9358458	9141044	2	9110000	9115000	9112500
X2_9115000_9120000	2_1552	2_1552	32.5811686296697	3.23424519308607	68	Y	2-8923630_2-9358458	2	8923630	9358458	9141044	2	9115000	9120000	9117500
X2_9120000_9125000	4_1	4_1	68.6935856888451	2.95402394776138	68	Y	4-1590_4-308466	4	1590	308466	155028	2	9120000	9125000	9122500
X2_9125000_9130000	4_1	4_1	50.814101154724	3.13078817996942	68	Y	4-1590_4-308466	4	1590	308466	155028	2	9125000	9130000	9127500
X2_9130000_9135000	2_1552	2_1552	27.5898917075729	2.96954487141872	68	Y	2-8923630_2-9358458	2	8923630	9358458	9141044	2	9130000	9135000	9132500
X2_9135000_9140000	2_1550	2_1550	16.9749748092741	2.97638928809438	68	Y	2-8913372_2-9342066	2	8913372	9342066	9127719	2	9135000	9140000	9137500
X2_9140000_9145000	2_1566	2_1566	33.933862721107	3.07932361468145	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9140000	9145000	9142500
X2_9145000_9150000	2_1566	2_1566	49.4661814883728	3.13788067994963	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9145000	9150000	9147500
X2_9150000_9155000	2_1566	2_1566	19.522347551155	3.1132490677601	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9150000	9155000	9152500
X2_915000_920000	2_96	2_96	18.6329631933534	2.9114332811552	68	Y	2-725534_2-1049117	2	725534	1049117	887325.5	2	915000	920000	917500
X2_9155000_9160000	2_1566	2_1566	18.7219590510718	3.04267085038239	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9155000	9160000	9157500
X2_9160000_9165000	2_1566	2_1566	5.3019744419654	2.86852871507989	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9160000	9165000	9162500
X2_9165000_9170000	2_1566	2_1566	26.5326458441101	3.19597831498217	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9165000	9170000	9167500
X2_9170000_9175000	2_1566	2_1566	26.2473514804322	3.00005543140364	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9170000	9175000	9172500
X2_9175000_9180000	2_1566	2_1566	23.0447180212544	3.15933641635707	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9175000	9180000	9177500
X2_9180000_9185000	2_1566	2_1566	11.6481325336151	3.22215946430209	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9180000	9185000	9182500
X2_9185000_9190000	2_1566	2_1566	14.6763993617758	3.03795610682716	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9185000	9190000	9187500
X2_9190000_9195000	2_1566	2_1566	8.23710816460836	2.97966579712846	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9190000	9195000	9192500
X2_9195000_9200000	2_1566	2_1566	9.25790128354785	2.96052073597092	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9195000	9200000	9197500
X2_9200000_9205000	2_1566	2_1566	25.3824234358068	3.00639188822092	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9200000	9205000	9202500
X2_920000_925000	2_96	2_96	65.041519795861	3.11877598220662	68	Y	2-725534_2-1049117	2	725534	1049117	887325.5	2	920000	925000	922500
X2_9210000_9215000	2_1566	2_1566	11.2897281069699	2.93827550698685	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9210000	9215000	9212500
X2_9215000_9220000	2_1566	2_1566	25.1436749658659	2.98872401120731	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9215000	9220000	9217500
X2_9220000_9225000	2_1566	2_1566	16.3018244310571	2.95880993267198	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9220000	9225000	9222500
X2_9225000_9230000	2_1566	2_1566	12.4759055819516	3.02816216972227	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9225000	9230000	9227500
X2_9235000_9240000	2_1566	c2.loc68	17.0318258289944	2.97024807149032	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9235000	9240000	9237500
X2_9240000_9245000	2_1566	2_1566	21.690289389498	3.02841784632785	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9240000	9245000	9242500
X2_9245000_9250000	2_1583	2_1583	27.8778208006117	3.04034324010318	68	Y	2-9287069_2-9591615	2	9287069	9591615	9439342	2	9245000	9250000	9247500
X2_9250000_9255000	2_1566	2_1566	63.7293122199728	3.17555060217358	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9250000	9255000	9252500
X2_925000_930000	2_1037	2_1037	5.97586059240706	2.67200974336603	68	Y	2-5498901_2-5719780	2	5498901	5719780	5609340.5	2	925000	930000	927500
X2_9255000_9260000	2_1566	c2.loc69	10.8021776851839	2.97889747052826	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9255000	9260000	9257500
X2_9260000_9265000	2_1566	c2.loc69	35.4771003219399	3.09208380714105	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9260000	9265000	9262500
X2_9275000_9280000	2_1583	2_1583	8.21462279320534	2.90885982282921	68	Y	2-9287069_2-9591615	2	9287069	9591615	9439342	2	9275000	9280000	9277500
X2_9285000_9290000	2_1566	2_1566	3.43349796476043	2.93311130763557	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9285000	9290000	9287500
X2_9290000_9295000	2_1566	2_1566	7.9589086384084	2.9611639625802	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9290000	9295000	9292500
X2_9295000_9300000	2_1566	2_1566	19.6567729657465	2.99659346208511	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9295000	9300000	9297500
X2_9300000_9305000	2_1526	2_1526	6.45810634540818	2.91252164326151	68	Y	2-8721778_2-9037895	2	8721778	9037895	8879836.5	2	9300000	9305000	9302500
X2_930000_935000	2_1331	c2.loc54	20.1043291152697	3.02438121005727	68	Y	2-7224506_2-7422140	2	7224506	7422140	7323323	2	930000	935000	932500
X2_9305000_9310000	2_1566	c2.loc68	5.65190668033536	2.99688332729911	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9305000	9310000	9307500
X2_9310000_9315000	2_875	c2.loc28	5.18605975481786	2.71689419950337	68	Y	2-4799223_2-5017564	2	4799223	5017564	4908393.5	2	9310000	9315000	9312500
X2_9315000_9320000	2_1383	2_1383	2.61989763949595	2.39769568891413	68	Y	2-7510426_2-7873087	2	7510426	7873087	7691756.5	2	9315000	9320000	9317500
X2_9320000_9325000	2_1545	c2.loc66	4.23159932761655	3.0160881201531	68	Y	2-8864726_2-9293854	2	8864726	9293854	9079290	2	9320000	9325000	9322500
X2_9330000_9335000	2_1566	c2.loc68	6.59111963861181	2.87862371059028	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9330000	9335000	9332500
X2_9340000_9345000	2_1566	c2.loc69	30.5869835825749	3.11715951152986	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9340000	9345000	9342500
X2_9345000_9350000	2_1566	2_1566	16.4581490406073	2.99962651016643	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9345000	9350000	9347500
X2_9350000_9355000	2_1566	2_1566	23.0625461786288	3.13524196710383	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9350000	9355000	9352500
X2_935000_940000	2_111	2_111	32.7232005940936	3.01484655277365	68	Y	2-859619_2-1138309	2	859619	1138309	998964	2	935000	940000	937500
X2_9355000_9360000	2_1566	2_1566	25.7008377386238	2.87304730601051	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9355000	9360000	9357500
X2_9360000_9365000	2_1526	c2.loc65	11.5706314014757	2.95092746006335	68	Y	2-8721778_2-9037895	2	8721778	9037895	8879836.5	2	9360000	9365000	9362500
X2_9365000_9370000	2_1566	2_1566	20.2888416262538	3.11109677333483	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9365000	9370000	9367500
X2_9380000_9385000	2_1566	2_1566	7.21858818303835	3.00473022581834	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9380000	9385000	9382500
X2_9385000_9390000	2_1566	c2.loc68	12.2816844173273	2.95553856159856	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9385000	9390000	9387500
X2_9390000_9395000	2_1566	c2.loc69	20.0585209968237	3.05882127330776	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9390000	9395000	9392500
X2_9395000_9400000	2_1566	c2.loc68	24.3341535413277	3.01845583989266	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9395000	9400000	9397500
X2_9400000_9405000	4_1425	4_1425	7.10118271265677	2.90839517951285	68	Y	4-9553024_4-10009801	4	9553024	10009801	9781412.5	2	9400000	9405000	9402500
X2_940000_945000	2_111	c2.loc15	11.494527374437	2.98688355203319	68	Y	2-859619_2-1138309	2	859619	1138309	998964	2	940000	945000	942500
X2_9405000_9410000	2_1566	2_1566	19.4062900594756	3.02973126884946	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9405000	9410000	9407500
X2_9410000_9415000	2_1566	2_1566	35.6251894388481	3.138068000094	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9410000	9415000	9412500
X2_9415000_9420000	2_1566	2_1566	26.5807122724355	3.07472683416989	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9415000	9420000	9417500
X2_9420000_9425000	2_1566	c2.loc68	6.05455116051336	2.15119236072678	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9420000	9425000	9422500
X2_9425000_9430000	2_1865	c2.loc90	4.41982511294978	3.02620899246733	68	Y	2-11619475_2-12012404	2	11619475	12012404	11815939.5	2	9425000	9430000	9427500
X2_9430000_9435000	2_1566	2_1566	20.2494882548671	2.95048860291293	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9430000	9435000	9432500
X2_9435000_9440000	2_1566	c2.loc69	15.8426199533018	2.93432855577516	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9435000	9440000	9437500
X2_9440000_9445000	2_1733	c2.loc85	3.9981061271037	2.64005018775515	68	Y	2-10487927_2-10792856	2	10487927	10792856	10640391.5	2	9440000	9445000	9442500
X2_9445000_9450000	2_1585	c2.loc70	12.9375832610741	2.78731177994985	68	Y	2-9294025_2-9604299	2	9294025	9604299	9449162	2	9445000	9450000	9447500
X2_9450000_9455000	2_1596	c2.loc76	4.45955540618812	2.80002501901377	68	Y	2-9382578_2-9688842	2	9382578	9688842	9535710	2	9450000	9455000	9452500
X2_945000_950000	2_111	2_111	30.201893664147	3.02704142528274	68	Y	2-859619_2-1138309	2	859619	1138309	998964	2	945000	950000	947500
X2_9455000_9460000	2_1585	c2.loc70	40.6383008269445	3.01815612766066	68	Y	2-9294025_2-9604299	2	9294025	9604299	9449162	2	9455000	9460000	9457500
X2_9460000_9465000	2_1585	2_1585	5.52248156835876	2.97000569367253	68	Y	2-9294025_2-9604299	2	9294025	9604299	9449162	2	9460000	9465000	9462500
X2_9470000_9475000	2_1566	2_1566	10.6340296229663	3.07063326103937	68	Y	2-9037931_2-9469968	2	9037931	9469968	9253949.5	2	9470000	9475000	9472500
X2_9475000_9480000	2_1583	2_1583	38.4034883055117	3.12152957223042	68	Y	2-9287069_2-9591615	2	9287069	9591615	9439342	2	9475000	9480000	9477500
X2_9480000_9485000	2_1585	c2.loc70	30.6489652788657	3.15709560240259	68	Y	2-9294025_2-9604299	2	9294025	9604299	9449162	2	9480000	9485000	9482500
X2_9485000_9490000	2_1585	2_1585	7.10728357404649	2.8038635417685	68	Y	2-9294025_2-9604299	2	9294025	9604299	9449162	2	9485000	9490000	9487500
X2_9495000_9500000	2_1593	2_1593	25.0480861611922	3.08184164178838	68	Y	2-9366070_2-9671432	2	9366070	9671432	9518751	2	9495000	9500000	9497500
X2_9500000_9505000	2_1594	c2.loc72	24.4804693094585	3.0641207840488	68	Y	2-9369914_2-9679541	2	9369914	9679541	9524727.5	2	9500000	9505000	9502500
X2_950000_955000	2_111	2_111	10.4351187098615	2.98021346788728	68	Y	2-859619_2-1138309	2	859619	1138309	998964	2	950000	955000	952500
X2_95000_100000	2_3	2_3	25.1593806729433	3.10626862196295	68	Y	2-79128_2-314950	2	79128	314950	197039	2	95000	100000	97500
X2_9505000_9510000	2_1593	2_1593	34.189855220875	3.01817217883191	68	Y	2-9366070_2-9671432	2	9366070	9671432	9518751	2	9505000	9510000	9507500
X2_9510000_9515000	2_1593	2_1593	31.4615473712304	3.02114672555557	68	Y	2-9366070_2-9671432	2	9366070	9671432	9518751	2	9510000	9515000	9512500
X2_9515000_9520000	2_1593	2_1593	6.12835513389756	3.00905766412379	68	Y	2-9366070_2-9671432	2	9366070	9671432	9518751	2	9515000	9520000	9517500
X2_9525000_9530000	5_2301	5_2301	6.33836428364059	2.9385233487688	68	Y	5-24323771_5-24906028	5	24323771	24906028	24614899.5	2	9525000	9530000	9527500
X2_9530000_9535000	2_1596	c2.loc76	5.93457727236395	2.98944726546956	68	Y	2-9382578_2-9688842	2	9382578	9688842	9535710	2	9530000	9535000	9532500
X2_9535000_9540000	2_1594	2_1594	3.39344300535085	3.00607481903024	68	Y	2-9369914_2-9679541	2	9369914	9679541	9524727.5	2	9535000	9540000	9537500
